,index,skills
5215,5215,Сопровождение 1С
5216,5216,Доработка 1С
5217,5217,1С: Управление Торговлей
5218,5218,1С: Бухгалтерия
5219,5219,1С: Предприятие 8
5220,5220,1С: Зарплата и управление персоналом
5221,5221,Linux
5222,5222,C#
5223,5223,C/C++
5224,5224,Ruby
5225,5225,Удаленная работа
5226,5226,Ruby On Rails
5227,5227,Linux
5228,5228,Docker
5229,5229,JSON API
5230,5230,PostgreSQL
5231,5231,Английский язык
5232,5232,Golang
5233,5233,GraphQL
5234,5234,Clickhouse
5235,5235,Redis
5236,5236,Grafana
5237,5237,Gitlab
5238,5238,PostgreSQL
5239,5239,Linux
5240,5240,Рефакторинг кода
5241,5241,HTTPS
5242,5242,gRPC
5243,5243,Английский — B1 — Средний
5244,5244,vue3
5245,5245,NuxtJS
5246,5246,Vue
5247,5247,Коммерчекая недвижимость
5248,5248,Заключение договоров
5249,5249,Аренда помещений
5250,5250,Ведение переговоров
5251,5251,Девелопмент
5252,5252,MS SQL Server
5253,5253,1С: Управление Торговлей
5254,5254,1С: Предприятие
5255,5255,Golang
5256,5256,RabbitMQ
5257,5257,Linux
5258,5258,Java
5259,5259,Анализ требований
5260,5260,Интеграция программных модулей
5261,5261,Рефакторинг кода
5262,5262,Анализ кода
5263,5263,Spring Framework
5264,5264,WebSocket
5265,5265,Адаптивность
5266,5266,Блочная верстка
5267,5267,Удаленная работа
5268,5268,Желание учиться и развиваться
5269,5269,Python
5270,5270,RabbitMQ
5271,5271,Celery
5272,5272,Kafka
5273,5273,Docker
5274,5274,PostgreSQL
5275,5275,CI/CD
5276,5276,API
5277,5277,REST API
5278,5278,C/C++
5279,5279,LabVIEW
5280,5280,Simulink
5281,5281,MATLAB
5282,5282,Golang
5283,5283,Kubernetes
5284,5284,CI/CD
5285,5285,Gitlab
5286,5286,Apache Kafka
5287,5287,Docker
5288,5288,Apache Cassandra
5289,5289,Английский — A1 — Начальный
5290,5290,C++
5291,5291,Qt
5292,5292,АСУ ТП
5293,5293,Разработка ПО
5294,5294,SCADA
5295,5295,MasterSCADA
5296,5296,HMI
5297,5297,Siemens
5298,5298,TIA portal v16
5299,5299,datasheets
5300,5300,EasyBuilder
5301,5301,Solid Works
5302,5302,SolidWorks
5303,5303,AutoCAD
5304,5304,Altium Designer
5305,5305,PDM-система
5306,5306,Raspberry pi
5307,5307,HMI Weintek
5308,5308,Utility Manager
5309,5309,схемы автоматизации
5310,5310,структурные схемы
5311,5311,контроллеры Siemens
5312,5312,одноплатные микрокомпьютеры
5313,5313,программная документация
5314,5314,Техническая документация
5315,5315,биотехнологии
5316,5316,производство
5317,5317,Linux
5318,5318,TCP/IP
5319,5319,C/C++
5320,5320,UDP
5321,5321,DPDK
5322,5322,Nginx
5323,5323,HTTP
5324,5324,SSL/TLS
5325,5325,многопоточность
5326,5326,L2
5327,5327,L7
5328,5328,L3
5329,5329,Техлид
5330,5330,Сетевые Технологии
5331,5331,XDP
5332,5332,трафик
5333,5333,FIrewall
5334,5334,Wireshark
5335,5335,Node.js
5336,5336,TypeScript
5337,5337,JavaScript
5338,5338,SQL
5339,5339,Docker
5340,5340,PostgreSQL
5341,5341,Английский — C1 — Продвинутый
5342,5342,Node.js
5343,5343,Nest.js
5344,5344,Express.js
5345,5345,Node.js
5346,5346,MySQL
5347,5347,REST API
5348,5348,GitHub
5349,5349,API
5350,5350,TypeScript
5351,5351,JavaScript
5352,5352,Docker-compose
5353,5353,HTTPX
5354,5354,React
5355,5355,Redis
5356,5356,Оптимизация кода
5357,5357,Микросервисная архитектура
5358,5358,VueJS
5359,5359,Kubernetes
5360,5360,1C: Предприятие
5361,5361,1C: Бухгалтерия
5362,5362,1С: Предприятие 8
5363,5363,Обновление конфигурации 1С
5364,5364,Создание конфигурации 1С
5365,5365,1С: Бухгалтерия
5366,5366,1С: Зарплата и кадры
5367,5367,Symfony
5368,5368,PHP
5369,5369,MySQL
5370,5370,ООП
5371,5371,PhpStorm
5372,5372,Git
5373,5373,C++
5374,5374,Python
5375,5375,САПР
5376,5376,Qt 5+
5377,5377,Qt
5378,5378,Git
5379,5379,Технология производства
5380,5380,Solid Works
5381,5381,Производственный контроль
5382,5382,Технический контроль производства
5383,5383,Python
5384,5384,OpenCV
5385,5385,pandas
5386,5386,Numpy
5387,5387,SQL
5388,5388,TensorFlow
5389,5389,PyTorch
5390,5390,Scikit-learn
5391,5391,Linux
5392,5392,Git
5393,5393,Docker
5394,5394,iOS
5395,5395,Swift
5396,5396,UIKit
5397,5397,Git
5398,5398,MVVM
5399,5399,Английский — B1 — Средний
5400,5400,Git
5401,5401,PostgreSQL
5402,5402,Python
5403,5403,JavaScript
5404,5404,REST API
5405,5405,Разработка ПО
5406,5406,Docker
5407,5407,Java
5408,5408,PostgreSQL
5409,5409,Apache Tomcat
5410,5410,SQL
5411,5411,MS SQL Server
5412,5412,elixir
5413,5413,Docker
5414,5414,iOS
5415,5415,Android
5416,5416,Английский — A1 — Начальный
5417,5417,Git
5418,5418,Linux
5419,5419,RabbitMQ
5420,5420,ООП
5421,5421,SQL
5422,5422,Yii2
5423,5423,PostgeSQL
5424,5424,JavaScript
5425,5425,Gitlab
5426,5426,Symfony
5427,5427,PHP
5428,5428,PHP
5429,5429,Laravel
5430,5430,Lumen
5431,5431,MongoDB
5432,5432,PostgreSQL
5433,5433,React JS
5434,5434,jQuery
5435,5435,AWS
5436,5436,Yandex Cloud
5437,5437,GitHub
5438,5438,Bootstrap
5439,5439,GraphQL
5440,5440,RabbitMQ
5441,5441,Redis
5442,5442,Docker-compose
5443,5443,REST API
5444,5444,GitLab CI
5445,5445,Python
5446,5446,PostgreSQL
5447,5447,Django Framework
5448,5448,Apache Kafka
5449,5449,RabbitMQ
5450,5450,Celery
5451,5451,MySQL
5452,5452,Redis
5453,5453,Clickhouse
5454,5454,Elasticsearch
5455,5455,PHP
5456,5456,TypeScript
5457,5457,JavaScript
5458,5458,RxJS
5459,5459,HTML5
5460,5460,Bootstrap
5461,5461,CSS
5462,5462,CSS3
5463,5463,Git
5464,5464,Sass
5465,5465,Less
5466,5466,WebApi
5467,5467,ChartJs
5468,5468,Разработка ПО
5469,5469,самостоятельность
5470,5470,аккуратность в отчетах и оценках
5471,5471,корректное формирование ожиданий
5472,5472,ответственость
5473,5473,Angular8+
5474,5474,Taiga
5475,5475,Английский — B1 — Средний
5476,5476,iOS
5477,5477,Swift
5478,5478,MVP
5479,5479,MVVM
5480,5480,JSON
5481,5481,Git
5482,5482,HTTPS
5483,5483,REST API
5484,5484,Автоматизация технологических процессов
5485,5485,Agile
5486,5486,Embarcadero Delphi
5487,5487,Visual Studio C#
5488,5488,.NET Framework
5489,5489,React
5490,5490,JavaScript
5491,5491,TypeScript
5492,5492,CSS
5493,5493,Python
5494,5494,PostgreSQL
5495,5495,Web/FTP Proxy (Bluecoat SG)
5496,5496,Docker
5497,5497,Git
5498,5498,Linux
5499,5499,Асинхронное программирование
5500,5500,REST API
5501,5501,Математическая статистика
5502,5502,Redis
5503,5503,Django Rest Framework
5504,5504,Celery
5505,5505,FastAPI
5506,5506,iOS
5507,5507,Swift
5508,5508,SOLID
5509,5509,UIKit
5510,5510,MVC
5511,5511,MVP
5512,5512,HTTPS
5513,5513,REST
5514,5514,Git
5515,5515,Git
5516,5516,Scrum
5517,5517,Android
5518,5518,iOS
5519,5519,Design Patterns
5520,5520,1С программирование
5521,5521,1С: Бухгалтерия
5522,5522,1С программирование
5523,5523,1С: Бухгалтерия
5524,5524,MS SQL
5525,5525,MS SQL Server
5526,5526,Delphi
5527,5527,Transact-SQL
5528,5528,Developer Express
5529,5529,Git
5530,5530,API
5531,5531,SQL
5532,5532,Angular
5533,5533,Техническая экспертиза
5534,5534,Разработка технических стандартов
5535,5535,Проектирование архитектуры сложных SPA-приложений
5536,5536,Продвинутый TypeScript
5537,5537,State Management
5538,5538,"Module Federation, iframe, Web Components"
5539,5539,"REST, GraphQL, WebSockets, gRPC"
5540,5540,Тестирование и QA
5541,5541,DevOps и CI/CD
5542,5542,Наладка фрезерного станка ЧПУ
5543,5543,SwiftUI
5544,5544,Combain
5545,5545,Kotlin
5546,5546,Java
5547,5547,SOLID
5548,5548,JavaScript
5549,5549,C/C++
5550,5550,C++
5551,5551,ООП
5552,5552,Оптимизация кода
5553,5553,STL
5554,5554,Linux
5555,5555,Kernel
5556,5556,SQL
5557,5557,JavaScript
5558,5558,Oracle Pl/SQL
5559,5559,ELMA
5560,5560,TypeScript
5561,5561,Angular
5562,5562,JavaScript
5563,5563,TypeScript
5564,5564,RxJava
5565,5565,Docker
5566,5566,REST
5567,5567,Git
5568,5568,CSS3
5569,5569,SQLAlchemy
5570,5570,PostgreSQL
5571,5571,REST API
5572,5572,Python
5573,5573,Аналитическое мышление
5574,5574,Работа с базами данных
5575,5575,Разработка нового продукта
5576,5576,Чтение электрических схем
5577,5577,C/C++
5578,5578,Системы контроля версий
5579,5579,Разработка технической документации
5580,5580,Английский — A1 — Начальный
5581,5581,Git
5582,5582,MySQL
5583,5583,ООП
5584,5584,JavaScript
5585,5585,jQuery
5586,5586,1С программирование
5587,5587,1С: Бухгалтерия
5588,5588,1С: Предприятие
5589,5589,JavaScript
5590,5590,Git
5591,5591,Node.js
5592,5592,HTML5
5593,5593,CSS3
5594,5594,React
5595,5595,VueJS
5596,5596,TypeScript
5597,5597,Webpack
5598,5598,Redux
5599,5599,JavaScript
5600,5600,JavaScript
5601,5601,Angular
5602,5602,Spring Framework
5603,5603,PostgreSQL
5604,5604,Git
5605,5605,Hibernate ORM
5606,5606,Linux
5607,5607,SQL
5608,5608,Java
5609,5609,Redis
5610,5610,Микросервисная архитектура
5611,5611,Node.js
5612,5612,PostgreSQL
5613,5613,Redis
5614,5614,Kubernetes
5615,5615,RabbitMQ
5616,5616,TypeScript
5617,5617,Nest.js
5618,5618,PHP
5619,5619,Symfony
5620,5620,VueJS
5621,5621,PostgreSQL
5622,5622,Laravel
5623,5623,Yii
5624,5624,1С: Розница
5625,5625,1С: Бухгалтерия
5626,5626,1С: Зарплата и управление персоналом
5627,5627,Обновление конфигурации 1С
5628,5628,Разработка инструкций
5629,5629,1С: ERP
5630,5630,MS SQL Server
5631,5631,1С: Документооборот
5632,5632,1С: УНФ
5633,5633,1C ERP
5634,5634,SQL
5635,5635,JavaScript
5636,5636,Кроссбраузерное тестирование
5637,5637,Sanity-тестирование
5638,5638,Рефакторинг кода
5639,5639,Yii
5640,5640,Системная интеграция
5641,5641,PHP
5642,5642,.NET Framework
5643,5643,Английский — B2 — Средне-продвинутый
5644,5644,OeBS
5645,5645,PL/SQL
5646,5646,ORACLE
5647,5647,Oracle Application Framework
5648,5648,Oracle JDeveloper
5649,5649,Oracle Form Builder
5650,5650,Oracle Workflow Builder
5651,5651,Oracle Report Builder
5652,5652,Oracle XML Publisher
5653,5653,XML
5654,5654,XSLT
5655,5655,SOAP
5656,5656,Python
5657,5657,Django
5658,5658,GIS
5659,5659,GeoDjango
5660,5660,Celery
5661,5661,CeleryBeat
5662,5662,PostGIS
5663,5663,Shapely
5664,5664,SQL
5665,5665,Code review
5666,5666,PostgreSQL
5667,5667,PgBouncer
5668,5668,Redis
5669,5669,GDAL
5670,5670,Mapnik
5671,5671,KML
5672,5672,ESRI Shapefile
5673,5673,GeoJSON
5674,5674,QGIS
5675,5675,Английский — B2 — Средне-продвинутый
5676,5676,SQL
5677,5677,Java
5678,5678,java script
5679,5679,Python
5680,5680,Frontend
5681,5681,Backed
5682,5682,Full stack
5683,5683,1C
5684,5684,C++
5685,5685,C#
5686,5686,Rust
5687,5687,Go
5688,5688,PHP
5689,5689,Node.js
5690,5690,Git
5691,5691,MySQL
5692,5692,SQL
5693,5693,ООП
5694,5694,JavaScript
5695,5695,Redis
5696,5696,API
5697,5697,REST
5698,5698,Backend
5699,5699,RabbitMQ
5700,5700,PHP
5701,5701,MySQL
5702,5702,PostgreSQL
5703,5703,Laravel
5704,5704,ООП
5705,5705,FirebirdSQL
5706,5706,SOA
5707,5707,Borland Delphi
5708,5708,Embarcadero Delphi
5709,5709,1С программирование
5710,5710,1С: Бухгалтерия
5711,5711,1С: Предприятие 8
5712,5712,Аналитическое мышление
5713,5713,Создание конфигурации 1С
5714,5714,Базы данных
5715,5715,React
5716,5716,GraphQL
5717,5717,Git
5718,5718,HTML
5719,5719,JavaScript
5720,5720,JavaScript
5721,5721,Node.js
5722,5722,TypeScript
5723,5723,PostgreSQL
5724,5724,REST API
5725,5725,CRM
5726,5726,Аналитическое мышление
5727,5727,Управление проектами
5728,5728,Проведение презентаций
5729,5729,Разработка технических заданий
5730,5730,Системный анализ
5731,5731,Сбор и анализ информации
5732,5732,Qlik Sense
5733,5733,JavaScript
5734,5734,PostgreSQL
5735,5735,Разработка рецептур косметических средств
5736,5736,Разработка нового продукта
5737,5737,Умение организовать работу
5738,5738,Умение работать в условиях многозадачности
5739,5739,SQL
5740,5740,Python
5741,5741,Алгоритмы и структуры данных
5742,5742,SQL
5743,5743,PostgreSQL
5744,5744,DB2
5745,5745,XML
5746,5746,JSON
5747,5747,Piton
5748,5748,Базы данных
5749,5749,PHP
5750,5750,Yii
5751,5751,Yii2
5752,5752,Разработка нового продукта
5753,5753,Расчет себестоимости
5754,5754,Составление технологических карт
5755,5755,MLflow
5756,5756,SQL
5757,5757,Python
5758,5758,Apache Airflow
5759,5759,MS Excel
5760,5760,Matplotlib
5761,5761,Визуализация данных
5762,5762,Аналитический склад ума
5763,5763,Алгоритмы и структуры данных
5764,5764,Математическая статистика
5765,5765,Базы данных
5766,5766,Python
5767,5767,Docker
5768,5768,Linux
5769,5769,Gitlab
5770,5770,REST API
5771,5771,C++
5772,5772,vue.js
5773,5773,Frontend developer
5774,5774,vue2
5775,5775,vue3
5776,5776,FinTech
5777,5777,TypeScript
5778,5778,Английский - А2 - Элементарный
5779,5779,JavaScript
5780,5780,Английский — A2 — Элементарный
5781,5781,TypeScript
5782,5782,React
5783,5783,REST API
5784,5784,WebSocket
5785,5785,Webpack
5786,5786,Docker
5787,5787,Git
5788,5788,C++
5789,5789,MySQL
5790,5790,PHP
5791,5791,TypeScript
5792,5792,React
5793,5793,CI/CD
5794,5794,Docker
5795,5795,Git
5796,5796,Английский — B1 — Средний
5797,5797,PHP
5798,5798,JavaScript
5799,5799,Работа в команде
5800,5800,1С программирование
5801,5801,1С: Зарплата и кадры
5802,5802,1С: Бухгалтерия
5803,5803,БГУ
5804,5804,Государственные структуры
5805,5805,1С
5806,5806,Аналитическое мышление
5807,5807,1С: Предприятие 8
5808,5808,TypeScript
5809,5809,HTML5
5810,5810,CSS3
5811,5811,React
5812,5812,Адаптивная верстка
5813,5813,Java
5814,5814,Hibernate ORM
5815,5815,Java EE
5816,5816,ORACLE
5817,5817,MySQL
5818,5818,PostgreSQL
5819,5819,Git
5820,5820,Spring Framework
5821,5821,Unit Testing
5822,5822,Java Servlets
5823,5823,ООП
5824,5824,SVN
5825,5825,JSP
5826,5826,Разработка ПО
5827,5827,Linux
5828,5828,API
5829,5829,SQL
5830,5830,C#
5831,5831,C++
5832,5832,Python
5833,5833,Kotlin
5834,5834,Apache Kafka
5835,5835,Kubernetes
5836,5836,Scala
5837,5837,Ruby
5838,5838,Внимательность
5839,5839,Ответственность
5840,5840,Базы данных
5841,5841,MS Excel
5842,5842,Agile
5843,5843,React
5844,5844,HTML
5845,5845,.NET Core
5846,5846,TypeScript
5847,5847,MS SQL Server
5848,5848,SPA
5849,5849,CSS
5850,5850,ООП
5851,5851,Java
5852,5852,SQL
5853,5853,Atlassian Confluence
5854,5854,REST API
5855,5855,Bash
5856,5856,Agile
5857,5857,Рефакторинг кода
5858,5858,PostgreSQL
5859,5859,Git
5860,5860,NoSQL
5861,5861,Spring Data
5862,5862,JSON API
5863,5863,Онбординг
5864,5864,Apache NetBeans
5865,5865,Docker-compose
5866,5866,Делегирование
5867,5867,JUnit
5868,5868,ActiveMQ
5869,5869,Liquibase
5870,5870,ORACLE
5871,5871,Управление стейкхолдерами
5872,5872,Интеграционное тестирование
5873,5873,RabbitMQ
5874,5874,Hibernate
5875,5875,Kubernetes
5876,5876,GitHub
5877,5877,Gitlab
5878,5878,API
5879,5879,Bitbucket
5880,5880,Spring Web
5881,5881,Организация учебного процесса
5882,5882,Нормативно-техническая документация
5883,5883,Профильная переподготовка
5884,5884,Охрана труда и техника безопасности
5885,5885,Составление документации
5886,5886,Косметология
5887,5887,PHP
5888,5888,MySQL
5889,5889,Laravel
5890,5890,Git
5891,5891,Docker-compose
5892,5892,Composer
5893,5893,Удаленная работа
5894,5894,Микросервисы
5895,5895,kafka
5896,5896,PHPUnit
5897,5897,PostgreSQL
5898,5898,Git
5899,5899,CSS3
5900,5900,JavaScript
5901,5901,HTML5
5902,5902,AngularJS
5903,5903,Angular
5904,5904,PostgreSQL
5905,5905,Python
5906,5906,PostgreSQL
5907,5907,FastAPI
5908,5908,Git
5909,5909,Django Framework
5910,5910,GitHub
5911,5911,REST API
5912,5912,Оптимизация кода
5913,5913,АСУ ТП
5914,5914,Электрические системы и слаботочные системы
5915,5915,Производство пусконаладочных работ
5916,5916,Инженерные системы
5917,5917,Проектная документация
5918,5918,Автоматизация
5919,5919,Автоматизация производства
5920,5920,Автоматизация технологических процессов
5921,5921,Работа в команде
5922,5922,Работа с большим объемом информации
5923,5923,PHP
5924,5924,JavaScript
5925,5925,React
5926,5926,Redux
5927,5927,MySQL
5928,5928,PostgreSQL
5929,5929,REST API
5930,5930,Linux
5931,5931,Vue.js
5932,5932,ORACLE
5933,5933,SQL
5934,5934,C++
5935,5935,Английский язык
5936,5936,C/C++
5937,5937,SIP
5938,5938,IP PBX
5939,5939,Dialplan
5940,5940,AGI
5941,5941,Asterisk
5942,5942,FreeSWITCH
5943,5943,JavaScript
5944,5944,MySQL
5945,5945,Kamailio
5946,5946,OpenSER
5947,5947,OpenSIPS
5948,5948,Yate
5949,5949,Node.js
5950,5950,Node-RED
5951,5951,TypeScript
5952,5952,React
5953,5953,Swagger
5954,5954,SOLID
5955,5955,JavaScript
5956,5956,Python
5957,5957,FastAPI
5958,5958,Flask
5959,5959,WebSocket
5960,5960,SQL
5961,5961,RabbitMQ
5962,5962,Apache Kafka
5963,5963,Git
5964,5964,SOLID
5965,5965,DRY
5966,5966,KISS
5967,5967,CI/CD
5968,5968,k8s
5969,5969,LLM
5970,5970,Celery
5971,5971,Grafana
5972,5972,Prometheus
5973,5973,C#
5974,5974,Git
5975,5975,Entity Framework
5976,5976,MS Visual Studio
5977,5977,ASP.NET
5978,5978,Jenkins
5979,5979,xUnit
5980,5980,Dapper
5981,5981,SQL
5982,5982,ASP.NET Core
5983,5983,C#
5984,5984,HTTP
5985,5985,Английский — A1 — Начальный
5986,5986,PostgreSQL
5987,5987,Python
5988,5988,Английский язык
5989,5989,Web Application Development
5990,5990,Docker
5991,5991,Разработка мобильных приложений
5992,5992,remote
5993,5993,Django
5994,5994,Git
5995,5995,Kafka
5996,5996,Базы данных
5997,5997,Android
5998,5998,Kotlin
5999,5999,Python
6000,6000,SQL
6001,6001,PostgreSQL
6002,6002,LLM
6003,6003,Whisper
6004,6004,RAG
6005,6005,B2B Продажи
6006,6006,Холодные звонки
6007,6007,Работа с CRM
6008,6008,Холодные продажи
6009,6009,HoReCa
6010,6010,Ведение переговоров
6011,6011,Управление продажами
6012,6012,Работа в команде
6013,6013,Заключение договоров
6014,6014,Проведение презентаций
6015,6015,Деловая переписка
6016,6016,B2B Продажи
6017,6017,Развитие дистрибуции
6018,6018,Развитие ключевых клиентов
6019,6019,Прямые продажи
6020,6020,B2B Продажи
6021,6021,Работа на выставках
6022,6022,Business Development
6023,6023,Планирование продаж
6024,6024,Активные продажи
6025,6025,1С программирование
6026,6026,MS SQL Server
6027,6027,Тестирование ПО
6028,6028,Оптимизация кода
6029,6029,Разработка технических заданий
6030,6030,1С: Бухгалтерия
6031,6031,Автоматизация процессов
6032,6032,1С: Предприятие 8
6033,6033,Техническая поддержка пользователей
6034,6034,JavaScript
6035,6035,PHP
6036,6036,ООП
6037,6037,Laravel
6038,6038,HTML
6039,6039,Elasticsearch
6040,6040,Bootstrap
6041,6041,MySQL
6042,6042,API
6043,6043,1С программирование
6044,6044,БСП на уровне разработчика
6045,6045,Постановка задач разработчикам
6046,6046,Angular
6047,6047,Node.js
6048,6048,JavaScript
6049,6049,TypeScript
6050,6050,Gitlab
6051,6051,1С программирование
6052,6052,1С: Предприятие 8
6053,6053,Управление временем
6054,6054,Планирование карьеры
6055,6055,Удаленная работа
6056,6056,Проектная деятельность
6057,6057,Создание конфигурации 1С
6058,6058,Умение анализировать
6059,6059,Знание 1С Предприятие
6060,6060,Знание 1С
6061,6061,1C: Предприятие
6062,6062,1С программирование
6063,6063,1С: Бухгалтерия
6064,6064,1С: Предприятие 8
6065,6065,Аналитическое мышление
6066,6066,Создание конфигурации 1С
6067,6067,Базы данных
6068,6068,Разработка 1С
6069,6069,Python
6070,6070,Django Framework
6071,6071,PostgreSQL
6072,6072,Английский — B1 — Средний
6073,6073,Unreal Engine
6074,6074,Game Programming
6075,6075,Английский язык
6076,6076,C++
6077,6077,Blueprints
6078,6078,Git
6079,6079,ООП
6080,6080,1С программирование
6081,6081,1С:ERP
6082,6082,Linux
6083,6083,Java
6084,6084,C++
6085,6085,compilers
6086,6086,JavaScript
6087,6087,Linux
6088,6088,Python
6089,6089,SQL
6090,6090,Docker
6091,6091,PostgreSQL
6092,6092,REST API
6093,6093,Django Rest Framework
6094,6094,FastAPI
6095,6095,Django Framework
6096,6096,SQLAlchemy
6097,6097,Микросервисная архитектура
6098,6098,B2B Продажи
6099,6099,Проведение презентаций
6100,6100,Ведение переговоров
6101,6101,Активные продажи
6102,6102,Business Development
6103,6103,Деловая переписка
6104,6104,Деловое общение
6105,6105,Flutter
6106,6106,Git
6107,6107,SOLID
6108,6108,ООП
6109,6109,Dart
6110,6110,JavaScript
6111,6111,Angular
6112,6112,TypeScript
6113,6113,Node.js
6114,6114,RxJS
6115,6115,NestJS
6116,6116,Ionic
6117,6117,Capacitor
6118,6118,Signals
6119,6119,C++
6120,6120,Работа с базами данных
6121,6121,asm
6122,6122,USB
6123,6123,JavaScript
6124,6124,React
6125,6125,Redux
6126,6126,ИТ-архитектура
6127,6127,оптимакрос
6128,6128,anaplan
6129,6129,Модели описания архитектуры
6130,6130,IBM
6131,6131,HTML
6132,6132,CSS
6133,6133,JavaScript
6134,6134,PHP
6135,6135,Битрикс24
6136,6136,Power BI
6137,6137,SQL
6138,6138,VBA
6139,6139,Cognos
6140,6140,1С программирование
6141,6141,1С: Бухгалтерия
6142,6142,1С: Предприятие
6143,6143,ERP-системы на базе 1С
6144,6144,EPC
6145,6145,xbrl
6146,6146,SQL
6147,6147,PostgreSQL
6148,6148,1С
6149,6149,MS SQL Server
6150,6150,1С
6151,6151,1С: Предприятие 8
6152,6152,1С Бухгалтерия КОРП
6153,6153,Управленческий учет
6154,6154,1С ЗУП Корп
6155,6155,ЗУП
6156,6156,разработка
6157,6157,разработчик
6158,6158,Python
6159,6159,PostgreSQL
6160,6160,NoSQL
6161,6161,MySQL
6162,6162,Golang
6163,6163,FastAPI
6164,6164,Django Framework
6165,6165,Django Rest Framework
6166,6166,Celery
6167,6167,RabbitMQ
6168,6168,C/C++
6169,6169,Kubernetes
6170,6170,Docker
6171,6171,Swift
6172,6172,Mac Os
6173,6173,Git
6174,6174,L2 VPN
6175,6175,L3 VPN
6176,6176,VPN
6177,6177,Xcode
6178,6178,1С: ERP
6179,6179,1С: Управление Торговлей
6180,6180,C++
6181,6181,Создание конфигурации 1С
6182,6182,Стремление к профессиональному росту
6183,6183,1С: Предприятие 8
6184,6184,1С: Зарплата и управление персоналом
6185,6185,1С программирование
6186,6186,1C ERP
6187,6187,1С
6188,6188,1C: ERP
6189,6189,TopLog WMS
6190,6190,WMS
6191,6191,ERP
6192,6192,1С: Предприятие 8
6193,6193,1С: Зарплата и управление персоналом
6194,6194,1С программирование
6195,6195,1C ERP
6196,6196,1С
6197,6197,1C: ERP
6198,6198,TopLog WMS
6199,6199,WMS
6200,6200,ERP
6201,6201,PostgreSQL
6202,6202,MS SQL Server
6203,6203,СУБД
6204,6204,Power BI
6205,6205,Qlik Sense
6206,6206,Деловая коммуникация
6207,6207,Базы данных
6208,6208,Лидирование проектов
6209,6209,Схемотехника электронного оборудования
6210,6210,Промышленные компьютеры
6211,6211,Embedded Computing
6212,6212,PCI Express
6213,6213,BOX-PC
6214,6214,HMI
6215,6215,PC104
6216,6216,Ethernet
6217,6217,CompactPCI
6218,6218,Golang
6219,6219,Libvirt
6220,6220,Sanlock
6221,6221,Golang
6222,6222,Libvirt
6223,6223,Sanlock
6224,6224,C/C++
6225,6225,Микроконтроллеры
6226,6226,RS-485
6227,6227,Cortex-M
6228,6228,ARM
6229,6229,Схемотехника электронного оборудования
6230,6230,P-CAD
6231,6231,Java
6232,6232,Наставничество
6233,6233,Agile
6234,6234,PHP
6235,6235,MySQL
6236,6236,Git
6237,6237,HTML
6238,6238,CSS
6239,6239,JavaScript
6240,6240,Laravel
6241,6241,Linux
6242,6242,VueJS
6243,6243,CI/CD
6244,6244,SOLID
6245,6245,Kubernetes
6246,6246,Kotlin
6247,6247,Spring Boot
6248,6248,Java
6249,6249,Spring Framework
6250,6250,PostgreSQL
6251,6251,Постановка задач разработчикам
6252,6252,Наставничество
6253,6253,Английский — B2 — Средне-продвинутый
6254,6254,1C:ERP
6255,6255,1C
6256,6256,ERP
6257,6257,оперативный учет
6258,6258,Логистика
6259,6259,склад
6260,6260,прозводство
6261,6261,Бюджетирование
6262,6262,внедрение
6263,6263,разработка 1С
6264,6264,ТЗ
6265,6265,Python
6266,6266,Golang
6267,6267,Linux
6268,6268,REST API
6269,6269,gRPC
6270,6270,CI/CD
6271,6271,Оптимизация кода
6272,6272,OpenStack
6273,6273,oVirt
6274,6274,Docker
6275,6275,Работа в команде
6276,6276,Python
6277,6277,Django Framework
6278,6278,C#
6279,6279,C++
6280,6280,Python
6281,6281,Linux
6282,6282,Bash
6283,6283,JavaScript
6284,6284,GraphQL
6285,6285,HTML
6286,6286,API
6287,6287,CSS
6288,6288,Redux
6289,6289,React
6290,6290,Кроссбраузерное тестирование
6291,6291,CI/CD
6292,6292,Linux
6293,6293,POSIX
6294,6294,gсс
6295,6295,make
6296,6296,gdb
6297,6297,strace
6298,6298,телеком
6299,6299,Swift
6300,6300,MVPC
6301,6301,UIKit
6302,6302,Xcode
6303,6303,iOS
6304,6304,UI
6305,6305,1С программирование
6306,6306,ERP-системы на базе 1С
6307,6307,Git
6308,6308,CI/CD
6309,6309,Оптимизация кода
6310,6310,Node.js
6311,6311,YouTrack
6312,6312,PostgreSQL
6313,6313,JavaScript
6314,6314,HTTP
6315,6315,ExpressJS
6316,6316,Docker
6317,6317,VueJS
6318,6318,JavaScript
6319,6319,HTML5
6320,6320,CSS3
6321,6321,TypeScript
6322,6322,Кроссбраузерная верстка
6323,6323,Адаптивная верстка
6324,6324,ES6
6325,6325,Git
6326,6326,REST API
6327,6327,Webpack
6328,6328,Golang
6329,6329,Go
6330,6330,C++
6331,6331,Английский язык
6332,6332,JavaScript
6333,6333,MVC
6334,6334,Java
6335,6335,HTML
6336,6336,ООП
6337,6337,Node.js
6338,6338,C++
6339,6339,Ведущий программист
6340,6340,senior developer
6341,6341,middle developer
6342,6342,JavaScript developer
6343,6343,Программист
6344,6344,Опыт работы с 1С ERP
6345,6345,Опыт работы 1С различные конфигурации
6346,6346,Разработка через расширения
6347,6347,MS SQL
6348,6348,Навыки работы с модулями
6349,6349,REST-интеграции
6350,6350,Опыт с CI процессами
6351,6351,Умение работать в команде
6352,6352,Git
